,Disaster Type,Disaster Number,Incident Type,Title,Incident Begin Date,State ,Declared County/Area,FIPS Code
2353,DR,1119,Fire,WILDLAND FIRES,6/2/1996,AK,Matanuska-Susitna (Borough),2170
2497,DR,1477,Fire,ASPEN FIRE,6/17/2003,AZ,Pima (County),4019
2506,DR,1422,Fire,WILDFIRES,6/18/2002,AZ,Apache (County),4001
2507,DR,1422,Fire,WILDFIRES,6/18/2002,AZ,Coconino (County),4005
2508,DR,1422,Fire,WILDFIRES,6/18/2002,AZ,Gila (County),4007
2509,DR,1422,Fire,WILDFIRES,6/18/2002,AZ,Navajo (County),4017
3702,DR,4407,Fire,WILDFIRES,11/8/2018,CA,Butte (County),6007
3703,DR,4407,Fire,WILDFIRES,11/8/2018,CA,Los Angeles (County),6037
3704,DR,4407,Fire,WILDFIRES,11/8/2018,CA,Ventura (County),6111
3708,DR,4382,Fire,WILDFIRES AND HIGH WINDS,7/23/2018,CA,Lake (County),6033
3709,DR,4382,Fire,WILDFIRES AND HIGH WINDS,7/23/2018,CA,Shasta (County),6089
3711,DR,4353,Fire,"WILDFIRES, FLOODING, MUDFLOWS, AND DEBRIS FLOWS",12/4/2017,CA,Los Angeles (County),6037
3712,DR,4353,Fire,"WILDFIRES, FLOODING, MUDFLOWS, AND DEBRIS FLOWS",12/4/2017,CA,San Diego (County),6073
3713,DR,4353,Fire,"WILDFIRES, FLOODING, MUDFLOWS, AND DEBRIS FLOWS",12/4/2017,CA,Santa Barbara (County),6083
3714,DR,4353,Fire,"WILDFIRES, FLOODING, MUDFLOWS, AND DEBRIS FLOWS",12/4/2017,CA,Ventura (County),6111
3720,DR,4344,Fire,WILDFIRES,10/8/2017,CA,Butte (County),6007
3721,DR,4344,Fire,WILDFIRES,10/8/2017,CA,Lake (County),6033
3722,DR,4344,Fire,WILDFIRES,10/8/2017,CA,Mendocino (County),6045
3723,DR,4344,Fire,WILDFIRES,10/8/2017,CA,Napa (County),6055
3724,DR,4344,Fire,WILDFIRES,10/8/2017,CA,Nevada (County),6057
3725,DR,4344,Fire,WILDFIRES,10/8/2017,CA,Orange (County),6059
3726,DR,4344,Fire,WILDFIRES,10/8/2017,CA,Solano (County),6095
3727,DR,4344,Fire,WILDFIRES,10/8/2017,CA,Sonoma (County),6097
3728,DR,4344,Fire,WILDFIRES,10/8/2017,CA,Yuba (County),6115
3834,DR,4240,Fire,VALLEY FIRE AND BUTTE FIRE,9/9/2015,CA,Calaveras (County),6009
3835,DR,4240,Fire,VALLEY FIRE AND BUTTE FIRE,9/9/2015,CA,Lake (County),6033
3839,DR,4158,Fire,RIM FIRE,8/17/2013,CA,Tuolumne (County),6109
3882,DR,1810,Fire,WILDFIRES,11/13/2008,CA,Los Angeles (County),6037
3883,DR,1810,Fire,WILDFIRES,11/13/2008,CA,Orange (County),6059
3884,DR,1810,Fire,WILDFIRES,11/13/2008,CA,Riverside (County),6065
3885,DR,1810,Fire,WILDFIRES,11/13/2008,CA,Santa Barbara (County),6083
3920,DR,1731,Fire,"WILDFIRES, FLOODING, MUD FLOWS, AND DEBRIS FLOWS",10/21/2007,CA,Los Angeles (County),6037
3921,DR,1731,Fire,"WILDFIRES, FLOODING, MUD FLOWS, AND DEBRIS FLOWS",10/21/2007,CA,Orange (County),6059
3922,DR,1731,Fire,"WILDFIRES, FLOODING, MUD FLOWS, AND DEBRIS FLOWS",10/21/2007,CA,Riverside (County),6065
3923,DR,1731,Fire,"WILDFIRES, FLOODING, MUD FLOWS, AND DEBRIS FLOWS",10/21/2007,CA,San Bernardino (County),6071
3924,DR,1731,Fire,"WILDFIRES, FLOODING, MUD FLOWS, AND DEBRIS FLOWS",10/21/2007,CA,San Diego (County),6073
3925,DR,1731,Fire,"WILDFIRES, FLOODING, MUD FLOWS, AND DEBRIS FLOWS",10/21/2007,CA,Santa Barbara (County),6083
3926,DR,1731,Fire,"WILDFIRES, FLOODING, MUD FLOWS, AND DEBRIS FLOWS",10/21/2007,CA,Ventura (County),6111
4133,DR,1498,Fire,"WILDFIRES, FLOODING, MUDFLOW AND DEBRIS FLOW DIRECTLY RELATED T ",10/21/2003,CA,Los Angeles (County),6037
4134,DR,1498,Fire,"WILDFIRES, FLOODING, MUDFLOW AND DEBRIS FLOW DIRECTLY RELATED T ",10/21/2003,CA,Riverside (County),6065
4135,DR,1498,Fire,"WILDFIRES, FLOODING, MUDFLOW AND DEBRIS FLOW DIRECTLY RELATED T ",10/21/2003,CA,San Bernardino (County),6071
4136,DR,1498,Fire,"WILDFIRES, FLOODING, MUDFLOW AND DEBRIS FLOW DIRECTLY RELATED T ",10/21/2003,CA,San Diego (County),6073
4137,DR,1498,Fire,"WILDFIRES, FLOODING, MUDFLOW AND DEBRIS FLOW DIRECTLY RELATED T ",10/21/2003,CA,Ventura (County),6111
4387,DR,1005,Fire,"FIRES, MUD/LANDSLIDES, FLOODING, SOIL EROSION",10/26/1993,CA,Los Angeles (County),6037
4388,DR,1005,Fire,"FIRES, MUD/LANDSLIDES, FLOODING, SOIL EROSION",10/26/1993,CA,Orange (County),6059
4389,DR,1005,Fire,"FIRES, MUD/LANDSLIDES, FLOODING, SOIL EROSION",10/26/1993,CA,Riverside (County),6065
4390,DR,1005,Fire,"FIRES, MUD/LANDSLIDES, FLOODING, SOIL EROSION",10/26/1993,CA,San Bernardino (County),6071
4391,DR,1005,Fire,"FIRES, MUD/LANDSLIDES, FLOODING, SOIL EROSION",10/26/1993,CA,San Diego (County),6073
4392,DR,1005,Fire,"FIRES, MUD/LANDSLIDES, FLOODING, SOIL EROSION",10/26/1993,CA,Ventura (County),6111
4420,DR,958,Fire,OLD GULCH & FOUNTAIN FIRES,8/16/1992,CA,Calaveras (County),6009
4421,DR,958,Fire,OLD GULCH & FOUNTAIN FIRES,8/16/1992,CA,Shasta (County),6089
4425,DR,942,Fire,FIRE DURING A PERIOD OF CIVIL UNREST,4/29/1992,CA,Los Angeles (County),6037
4431,DR,919,Fire,OAKLAND HILLS FIRE,10/20/1991,CA,Alameda (County),6001
4465,DR,872,Fire,FIRES,6/26/1990,CA,Los Angeles (County),6037
4466,DR,872,Fire,FIRES,6/26/1990,CA,Riverside (County),6065
4467,DR,872,Fire,FIRES,6/26/1990,CA,San Bernardino (County),6071
4468,DR,872,Fire,FIRES,6/26/1990,CA,Santa Barbara (County),6083
4481,DR,815,Fire,WILDFIRES,9/11/1988,CA,Nevada (County),6057
4482,DR,815,Fire,WILDFIRES,9/11/1988,CA,Shasta (County),6089
4483,DR,815,Fire,WILDFIRES,9/11/1988,CA,Solano (County),6095
4484,DR,815,Fire,WILDFIRES,9/11/1988,CA,Yuba (County),6115
4531,DR,739,Fire,"GRASS, WILDLANDS, & FOREST FIRES",6/26/1985,CA,Monterey (County),6053
4532,DR,739,Fire,"GRASS, WILDLANDS, & FOREST FIRES",6/26/1985,CA,San Diego (County),6073
4533,DR,739,Fire,"GRASS, WILDLANDS, & FOREST FIRES",6/26/1985,CA,San Luis Obispo (County),6079
4534,DR,739,Fire,"GRASS, WILDLANDS, & FOREST FIRES",6/26/1985,CA,Santa Clara (County),6085
4535,DR,739,Fire,"GRASS, WILDLANDS, & FOREST FIRES",6/26/1985,CA,Santa Cruz (County),6087
4536,DR,739,Fire,"GRASS, WILDLANDS, & FOREST FIRES",6/26/1985,CA,Ventura (County),6111
4584,DR,657,Fire,URBAN FIRE,4/24/1982,CA,Orange (County),6059
4595,DR,635,Fire,BRUSH & TIMBER FIRES,11/27/1980,CA,Los Angeles (County),6037
4596,DR,635,Fire,BRUSH & TIMBER FIRES,11/27/1980,CA,Orange (County),6059
4597,DR,635,Fire,BRUSH & TIMBER FIRES,11/27/1980,CA,Riverside (County),6065
4598,DR,635,Fire,BRUSH & TIMBER FIRES,11/27/1980,CA,San Bernardino (County),6071
4698,DR,295,Fire,FOREST & BRUSH FIRES,9/29/1970,CA,Alameda (County),6001
4699,DR,295,Fire,FOREST & BRUSH FIRES,9/29/1970,CA,Kern (County),6029
4700,DR,295,Fire,FOREST & BRUSH FIRES,9/29/1970,CA,Los Angeles (County),6037
4701,DR,295,Fire,FOREST & BRUSH FIRES,9/29/1970,CA,San Bernardino (County),6071
4702,DR,295,Fire,FOREST & BRUSH FIRES,9/29/1970,CA,San Diego (County),6073
4703,DR,295,Fire,FOREST & BRUSH FIRES,9/29/1970,CA,Ventura (County),6111
6222,DR,4074,Fire,WILDFIRE,6/25/2012,MT,Powder River (County),30075
6223,DR,4074,Fire,WILDFIRE,6/25/2012,MT,Rosebud (County),30087
6390,DR,1340,Fire,WILDFIRES,7/13/2000,MT,Beaverhead (County),30001
6391,DR,1340,Fire,WILDFIRES,7/13/2000,MT,Big Horn (County),30003
6392,DR,1340,Fire,WILDFIRES,7/13/2000,MT,Blaine (County),30005
6393,DR,1340,Fire,WILDFIRES,7/13/2000,MT,Broadwater (County),30007
6394,DR,1340,Fire,WILDFIRES,7/13/2000,MT,Carbon (County),30009
6395,DR,1340,Fire,WILDFIRES,7/13/2000,MT,Carter (County),30011
6396,DR,1340,Fire,WILDFIRES,7/13/2000,MT,Cascade (County),30013
6397,DR,1340,Fire,WILDFIRES,7/13/2000,MT,Chouteau (County),30015
6398,DR,1340,Fire,WILDFIRES,7/13/2000,MT,Custer (County),30017
6399,DR,1340,Fire,WILDFIRES,7/13/2000,MT,Deer Lodge (County),30023
6400,DR,1340,Fire,WILDFIRES,7/13/2000,MT,Fallon (County),30025
6401,DR,1340,Fire,WILDFIRES,7/13/2000,MT,Fergus (County),30027
6402,DR,1340,Fire,WILDFIRES,7/13/2000,MT,Flathead (County),30029
6403,DR,1340,Fire,WILDFIRES,7/13/2000,MT,Gallatin (County),30031
6404,DR,1340,Fire,WILDFIRES,7/13/2000,MT,Garfield (County),30033
6405,DR,1340,Fire,WILDFIRES,7/13/2000,MT,Glacier (County),30035
6406,DR,1340,Fire,WILDFIRES,7/13/2000,MT,Golden Valley (County),30037
6407,DR,1340,Fire,WILDFIRES,7/13/2000,MT,Granite (County),30039
6408,DR,1340,Fire,WILDFIRES,7/13/2000,MT,Hill (County),30041
6409,DR,1340,Fire,WILDFIRES,7/13/2000,MT,Jefferson (County),30043
6410,DR,1340,Fire,WILDFIRES,7/13/2000,MT,Judith Basin (County),30045
6411,DR,1340,Fire,WILDFIRES,7/13/2000,MT,Lake (County),30047
6412,DR,1340,Fire,WILDFIRES,7/13/2000,MT,Lewis and Clark (County),30049
6413,DR,1340,Fire,WILDFIRES,7/13/2000,MT,Liberty (County),30051
6414,DR,1340,Fire,WILDFIRES,7/13/2000,MT,Lincoln (County),30053
6415,DR,1340,Fire,WILDFIRES,7/13/2000,MT,Madison (County),30057
6416,DR,1340,Fire,WILDFIRES,7/13/2000,MT,Meagher (County),30059
6417,DR,1340,Fire,WILDFIRES,7/13/2000,MT,Mineral (County),30061
6418,DR,1340,Fire,WILDFIRES,7/13/2000,MT,Missoula (County),30063
6419,DR,1340,Fire,WILDFIRES,7/13/2000,MT,Musselshell (County),30065
6420,DR,1340,Fire,WILDFIRES,7/13/2000,MT,Park (County),30067
6421,DR,1340,Fire,WILDFIRES,7/13/2000,MT,Petroleum (County),30069
6422,DR,1340,Fire,WILDFIRES,7/13/2000,MT,Phillips (County),30071
6423,DR,1340,Fire,WILDFIRES,7/13/2000,MT,Pondera (County),30073
6424,DR,1340,Fire,WILDFIRES,7/13/2000,MT,Powder River (County),30075
6425,DR,1340,Fire,WILDFIRES,7/13/2000,MT,Powell (County),30077
6426,DR,1340,Fire,WILDFIRES,7/13/2000,MT,Prairie (County),30079
6427,DR,1340,Fire,WILDFIRES,7/13/2000,MT,Ravalli (County),30081
6428,DR,1340,Fire,WILDFIRES,7/13/2000,MT,Rosebud (County),30087
6429,DR,1340,Fire,WILDFIRES,7/13/2000,MT,Sanders (County),30089
6430,DR,1340,Fire,WILDFIRES,7/13/2000,MT,Silver Bow (County),30093
6431,DR,1340,Fire,WILDFIRES,7/13/2000,MT,Stillwater (County),30095
6432,DR,1340,Fire,WILDFIRES,7/13/2000,MT,Sweet Grass (County),30097
6433,DR,1340,Fire,WILDFIRES,7/13/2000,MT,Teton (County),30099
6434,DR,1340,Fire,WILDFIRES,7/13/2000,MT,Toole (County),30101
6435,DR,1340,Fire,WILDFIRES,7/13/2000,MT,Treasure (County),30103
6436,DR,1340,Fire,WILDFIRES,7/13/2000,MT,Wheatland (County),30107
6437,DR,1340,Fire,WILDFIRES,7/13/2000,MT,Yellowstone (County),30111
11592,DR,1223,Fire,EXTREME FIRE HAZARD,5/25/1998,FL,Alachua (County),12001
11593,DR,1223,Fire,EXTREME FIRE HAZARD,5/25/1998,FL,Baker (County),12003
11594,DR,1223,Fire,EXTREME FIRE HAZARD,5/25/1998,FL,Bay (County),12005
11595,DR,1223,Fire,EXTREME FIRE HAZARD,5/25/1998,FL,Bradford (County),12007
11596,DR,1223,Fire,EXTREME FIRE HAZARD,5/25/1998,FL,Brevard (County),12009
11597,DR,1223,Fire,EXTREME FIRE HAZARD,5/25/1998,FL,Broward (County),12011
11598,DR,1223,Fire,EXTREME FIRE HAZARD,5/25/1998,FL,Calhoun (County),12013
11599,DR,1223,Fire,EXTREME FIRE HAZARD,5/25/1998,FL,Charlotte (County),12015
11600,DR,1223,Fire,EXTREME FIRE HAZARD,5/25/1998,FL,Citrus (County),12017
11601,DR,1223,Fire,EXTREME FIRE HAZARD,5/25/1998,FL,Clay (County),12019
11602,DR,1223,Fire,EXTREME FIRE HAZARD,5/25/1998,FL,Collier (County),12021
11603,DR,1223,Fire,EXTREME FIRE HAZARD,5/25/1998,FL,Columbia (County),12023
11604,DR,1223,Fire,EXTREME FIRE HAZARD,5/25/1998,FL,Dade (County),12025
11605,DR,1223,Fire,EXTREME FIRE HAZARD,5/25/1998,FL,DeSoto (County),12027
11606,DR,1223,Fire,EXTREME FIRE HAZARD,5/25/1998,FL,Dixie (County),12029
11607,DR,1223,Fire,EXTREME FIRE HAZARD,5/25/1998,FL,Duval (County),12031
11608,DR,1223,Fire,EXTREME FIRE HAZARD,5/25/1998,FL,Escambia (County),12033
11609,DR,1223,Fire,EXTREME FIRE HAZARD,5/25/1998,FL,Flagler (County),12035
11610,DR,1223,Fire,EXTREME FIRE HAZARD,5/25/1998,FL,Franklin (County),12037
11611,DR,1223,Fire,EXTREME FIRE HAZARD,5/25/1998,FL,Gadsden (County),12039
11612,DR,1223,Fire,EXTREME FIRE HAZARD,5/25/1998,FL,Gilchrist (County),12041
11613,DR,1223,Fire,EXTREME FIRE HAZARD,5/25/1998,FL,Glades (County),12043
11614,DR,1223,Fire,EXTREME FIRE HAZARD,5/25/1998,FL,Gulf (County),12045
11615,DR,1223,Fire,EXTREME FIRE HAZARD,5/25/1998,FL,Hamilton (County),12047
11616,DR,1223,Fire,EXTREME FIRE HAZARD,5/25/1998,FL,Hardee (County),12049
11617,DR,1223,Fire,EXTREME FIRE HAZARD,5/25/1998,FL,Hendry (County),12051
11618,DR,1223,Fire,EXTREME FIRE HAZARD,5/25/1998,FL,Hernando (County),12053
11619,DR,1223,Fire,EXTREME FIRE HAZARD,5/25/1998,FL,Highlands (County),12055
11620,DR,1223,Fire,EXTREME FIRE HAZARD,5/25/1998,FL,Hillsborough (County),12057
11621,DR,1223,Fire,EXTREME FIRE HAZARD,5/25/1998,FL,Holmes (County),12059
11622,DR,1223,Fire,EXTREME FIRE HAZARD,5/25/1998,FL,Indian River (County),12061
11623,DR,1223,Fire,EXTREME FIRE HAZARD,5/25/1998,FL,Jackson (County),12063
11624,DR,1223,Fire,EXTREME FIRE HAZARD,5/25/1998,FL,Jefferson (County),12065
11625,DR,1223,Fire,EXTREME FIRE HAZARD,5/25/1998,FL,Lafayette (County),12067
11626,DR,1223,Fire,EXTREME FIRE HAZARD,5/25/1998,FL,Lake (County),12069
11627,DR,1223,Fire,EXTREME FIRE HAZARD,5/25/1998,FL,Lee (County),12071
11628,DR,1223,Fire,EXTREME FIRE HAZARD,5/25/1998,FL,Leon (County),12073
11629,DR,1223,Fire,EXTREME FIRE HAZARD,5/25/1998,FL,Levy (County),12075
11630,DR,1223,Fire,EXTREME FIRE HAZARD,5/25/1998,FL,Liberty (County),12077
11631,DR,1223,Fire,EXTREME FIRE HAZARD,5/25/1998,FL,Madison (County),12079
11632,DR,1223,Fire,EXTREME FIRE HAZARD,5/25/1998,FL,Manatee (County),12081
11633,DR,1223,Fire,EXTREME FIRE HAZARD,5/25/1998,FL,Marion (County),12083
11634,DR,1223,Fire,EXTREME FIRE HAZARD,5/25/1998,FL,Martin (County),12085
11635,DR,1223,Fire,EXTREME FIRE HAZARD,5/25/1998,FL,Monroe (County),12087
11636,DR,1223,Fire,EXTREME FIRE HAZARD,5/25/1998,FL,Nassau (County),12089
11637,DR,1223,Fire,EXTREME FIRE HAZARD,5/25/1998,FL,Okaloosa (County),12091
11638,DR,1223,Fire,EXTREME FIRE HAZARD,5/25/1998,FL,Okeechobee (County),12093
11639,DR,1223,Fire,EXTREME FIRE HAZARD,5/25/1998,FL,Orange (County),12095
11640,DR,1223,Fire,EXTREME FIRE HAZARD,5/25/1998,FL,Osceola (County),12097
11641,DR,1223,Fire,EXTREME FIRE HAZARD,5/25/1998,FL,Palm Beach (County),12099
11642,DR,1223,Fire,EXTREME FIRE HAZARD,5/25/1998,FL,Pasco (County),12101
11643,DR,1223,Fire,EXTREME FIRE HAZARD,5/25/1998,FL,Pinellas (County),12103
11644,DR,1223,Fire,EXTREME FIRE HAZARD,5/25/1998,FL,Polk (County),12105
11645,DR,1223,Fire,EXTREME FIRE HAZARD,5/25/1998,FL,Putnam (County),12107
11646,DR,1223,Fire,EXTREME FIRE HAZARD,5/25/1998,FL,St. Johns (County),12109
11647,DR,1223,Fire,EXTREME FIRE HAZARD,5/25/1998,FL,St. Lucie (County),12111
11648,DR,1223,Fire,EXTREME FIRE HAZARD,5/25/1998,FL,Santa Rosa (County),12113
11649,DR,1223,Fire,EXTREME FIRE HAZARD,5/25/1998,FL,Sarasota (County),12115
11650,DR,1223,Fire,EXTREME FIRE HAZARD,5/25/1998,FL,Seminole (County),12117
11651,DR,1223,Fire,EXTREME FIRE HAZARD,5/25/1998,FL,Sumter (County),12119
11652,DR,1223,Fire,EXTREME FIRE HAZARD,5/25/1998,FL,Suwannee (County),12121
11653,DR,1223,Fire,EXTREME FIRE HAZARD,5/25/1998,FL,Taylor (County),12123
11654,DR,1223,Fire,EXTREME FIRE HAZARD,5/25/1998,FL,Union (County),12125
11655,DR,1223,Fire,EXTREME FIRE HAZARD,5/25/1998,FL,Volusia (County),12127
11656,DR,1223,Fire,EXTREME FIRE HAZARD,5/25/1998,FL,Wakulla (County),12129
11657,DR,1223,Fire,EXTREME FIRE HAZARD,5/25/1998,FL,Walton (County),12131
11658,DR,1223,Fire,EXTREME FIRE HAZARD,5/25/1998,FL,Washington (County),12133
12761,DR,1391,Fire,FIRES AND EXPLOSIONS,9/11/2001,NY,Albany (County),36001
12762,DR,1391,Fire,FIRES AND EXPLOSIONS,9/11/2001,NY,Allegany (County),36003
12763,DR,1391,Fire,FIRES AND EXPLOSIONS,9/11/2001,NY,Bronx (County),36005
12764,DR,1391,Fire,FIRES AND EXPLOSIONS,9/11/2001,NY,Broome (County),36007
12765,DR,1391,Fire,FIRES AND EXPLOSIONS,9/11/2001,NY,Cattaraugus (County),36009
12766,DR,1391,Fire,FIRES AND EXPLOSIONS,9/11/2001,NY,Cayuga (County),36011
12767,DR,1391,Fire,FIRES AND EXPLOSIONS,9/11/2001,NY,Chautauqua (County),36013
12768,DR,1391,Fire,FIRES AND EXPLOSIONS,9/11/2001,NY,Chemung (County),36015
12769,DR,1391,Fire,FIRES AND EXPLOSIONS,9/11/2001,NY,Chenango (County),36017
12770,DR,1391,Fire,FIRES AND EXPLOSIONS,9/11/2001,NY,Clinton (County),36019
12771,DR,1391,Fire,FIRES AND EXPLOSIONS,9/11/2001,NY,Columbia (County),36021
12772,DR,1391,Fire,FIRES AND EXPLOSIONS,9/11/2001,NY,Cortland (County),36023
12773,DR,1391,Fire,FIRES AND EXPLOSIONS,9/11/2001,NY,Delaware (County),36025
12774,DR,1391,Fire,FIRES AND EXPLOSIONS,9/11/2001,NY,Dutchess (County),36027
12775,DR,1391,Fire,FIRES AND EXPLOSIONS,9/11/2001,NY,Erie (County),36029
12776,DR,1391,Fire,FIRES AND EXPLOSIONS,9/11/2001,NY,Essex (County),36031
12777,DR,1391,Fire,FIRES AND EXPLOSIONS,9/11/2001,NY,Franklin (County),36033
12778,DR,1391,Fire,FIRES AND EXPLOSIONS,9/11/2001,NY,Fulton (County),36035
12779,DR,1391,Fire,FIRES AND EXPLOSIONS,9/11/2001,NY,Genesee (County),36037
12780,DR,1391,Fire,FIRES AND EXPLOSIONS,9/11/2001,NY,Greene (County),36039
12781,DR,1391,Fire,FIRES AND EXPLOSIONS,9/11/2001,NY,Hamilton (County),36041
12782,DR,1391,Fire,FIRES AND EXPLOSIONS,9/11/2001,NY,Herkimer (County),36043
12783,DR,1391,Fire,FIRES AND EXPLOSIONS,9/11/2001,NY,Jefferson (County),36045
12784,DR,1391,Fire,FIRES AND EXPLOSIONS,9/11/2001,NY,Kings (County),36047
12785,DR,1391,Fire,FIRES AND EXPLOSIONS,9/11/2001,NY,Lewis (County),36049
12786,DR,1391,Fire,FIRES AND EXPLOSIONS,9/11/2001,NY,Livingston (County),36051
12787,DR,1391,Fire,FIRES AND EXPLOSIONS,9/11/2001,NY,Madison (County),36053
12788,DR,1391,Fire,FIRES AND EXPLOSIONS,9/11/2001,NY,Monroe (County),36055
12789,DR,1391,Fire,FIRES AND EXPLOSIONS,9/11/2001,NY,Montgomery (County),36057
12790,DR,1391,Fire,FIRES AND EXPLOSIONS,9/11/2001,NY,Nassau (County),36059
12791,DR,1391,Fire,FIRES AND EXPLOSIONS,9/11/2001,NY,New York (County),36061
12792,DR,1391,Fire,FIRES AND EXPLOSIONS,9/11/2001,NY,Niagara (County),36063
12793,DR,1391,Fire,FIRES AND EXPLOSIONS,9/11/2001,NY,Oneida (County),36065
12794,DR,1391,Fire,FIRES AND EXPLOSIONS,9/11/2001,NY,Onondaga (County),36067
12795,DR,1391,Fire,FIRES AND EXPLOSIONS,9/11/2001,NY,Ontario (County),36069
12796,DR,1391,Fire,FIRES AND EXPLOSIONS,9/11/2001,NY,Orange (County),36071
12797,DR,1391,Fire,FIRES AND EXPLOSIONS,9/11/2001,NY,Orleans (County),36073
12798,DR,1391,Fire,FIRES AND EXPLOSIONS,9/11/2001,NY,Oswego (County),36075
12799,DR,1391,Fire,FIRES AND EXPLOSIONS,9/11/2001,NY,Otsego (County),36077
12800,DR,1391,Fire,FIRES AND EXPLOSIONS,9/11/2001,NY,Putnam (County),36079
12801,DR,1391,Fire,FIRES AND EXPLOSIONS,9/11/2001,NY,Queens (County),36081
12802,DR,1391,Fire,FIRES AND EXPLOSIONS,9/11/2001,NY,Rensselaer (County),36083
12803,DR,1391,Fire,FIRES AND EXPLOSIONS,9/11/2001,NY,Richmond (County),36085
12804,DR,1391,Fire,FIRES AND EXPLOSIONS,9/11/2001,NY,Rockland (County),36087
12805,DR,1391,Fire,FIRES AND EXPLOSIONS,9/11/2001,NY,St. Lawrence (County),36089
12806,DR,1391,Fire,FIRES AND EXPLOSIONS,9/11/2001,NY,Saratoga (County),36091
12807,DR,1391,Fire,FIRES AND EXPLOSIONS,9/11/2001,NY,Schenectady (County),36093
12808,DR,1391,Fire,FIRES AND EXPLOSIONS,9/11/2001,NY,Schoharie (County),36095
12809,DR,1391,Fire,FIRES AND EXPLOSIONS,9/11/2001,NY,Schuyler (County),36097
12810,DR,1391,Fire,FIRES AND EXPLOSIONS,9/11/2001,NY,Seneca (County),36099
12811,DR,1391,Fire,FIRES AND EXPLOSIONS,9/11/2001,NY,Steuben (County),36101
12812,DR,1391,Fire,FIRES AND EXPLOSIONS,9/11/2001,NY,Suffolk (County),36103
12813,DR,1391,Fire,FIRES AND EXPLOSIONS,9/11/2001,NY,Sullivan (County),36105
12814,DR,1391,Fire,FIRES AND EXPLOSIONS,9/11/2001,NY,Tioga (County),36107
12815,DR,1391,Fire,FIRES AND EXPLOSIONS,9/11/2001,NY,Tompkins (County),36109
12816,DR,1391,Fire,FIRES AND EXPLOSIONS,9/11/2001,NY,Ulster (County),36111
12817,DR,1391,Fire,FIRES AND EXPLOSIONS,9/11/2001,NY,Warren (County),36113
12818,DR,1391,Fire,FIRES AND EXPLOSIONS,9/11/2001,NY,Washington (County),36115
12819,DR,1391,Fire,FIRES AND EXPLOSIONS,9/11/2001,NY,Wayne (County),36117
12820,DR,1391,Fire,FIRES AND EXPLOSIONS,9/11/2001,NY,Westchester (County),36119
12821,DR,1391,Fire,FIRES AND EXPLOSIONS,9/11/2001,NY,Wyoming (County),36121
12822,DR,1391,Fire,FIRES AND EXPLOSIONS,9/11/2001,NY,Yates (County),36123
19348,DR,4243,Fire,WILDFIRES AND MUDSLIDES,8/9/2015,WA,Chelan (County),53007
19349,DR,4243,Fire,WILDFIRES AND MUDSLIDES,8/9/2015,WA,Ferry (County),53019
19350,DR,4243,Fire,WILDFIRES AND MUDSLIDES,8/9/2015,WA,Lincoln (County),53043
19351,DR,4243,Fire,WILDFIRES AND MUDSLIDES,8/9/2015,WA,Okanogan (County),53047
19352,DR,4243,Fire,WILDFIRES AND MUDSLIDES,8/9/2015,WA,Pend Oreille (County),53051
19353,DR,4243,Fire,WILDFIRES AND MUDSLIDES,8/9/2015,WA,Stevens (County),53065
19354,DR,4243,Fire,WILDFIRES AND MUDSLIDES,8/9/2015,WA,Whatcom (County),53073
19355,DR,4243,Fire,WILDFIRES AND MUDSLIDES,8/9/2015,WA,Yakima (County),53077
19378,DR,4188,Fire,WILDFIRES,7/9/2014,WA,Kittitas (County),53037
19379,DR,4188,Fire,WILDFIRES,7/9/2014,WA,Okanogan (County),53047
19756,DR,922,Fire,FIRES,10/16/1991,WA,Ferry (County),53019
19757,DR,922,Fire,FIRES,10/16/1991,WA,Lincoln (County),53043
19758,DR,922,Fire,FIRES,10/16/1991,WA,Pend Oreille (County),53051
19759,DR,922,Fire,FIRES,10/16/1991,WA,Spokane (County),53063
19760,DR,922,Fire,FIRES,10/16/1991,WA,Stevens (County),53065
19761,DR,922,Fire,FIRES,10/16/1991,WA,Whitman (County),53075
21177,DR,650,Fire,URBAN FIRE,12/3/1981,MA,"Essex (County)(in PMSA 1120,4160,7090)",25009
21187,DR,405,Fire,FIRE (CITY OF CHELSEA),10/16/1973,MA,Suffolk (County),25025
21967,DR,1132,Fire,"HEAVY RAINS, HIGH WINDS, FLOODING, AND SLIDES",7/18/1996,WV,Barbour (County),54001
21968,DR,1132,Fire,"HEAVY RAINS, HIGH WINDS, FLOODING, AND SLIDES",7/18/1996,WV,Braxton (County),54007
21969,DR,1132,Fire,"HEAVY RAINS, HIGH WINDS, FLOODING, AND SLIDES",7/18/1996,WV,Cabell (County),54011
21970,DR,1132,Fire,"HEAVY RAINS, HIGH WINDS, FLOODING, AND SLIDES",7/18/1996,WV,Clay (County),54015
21971,DR,1132,Fire,"HEAVY RAINS, HIGH WINDS, FLOODING, AND SLIDES",7/18/1996,WV,Gilmer (County),54021
21972,DR,1132,Fire,"HEAVY RAINS, HIGH WINDS, FLOODING, AND SLIDES",7/18/1996,WV,Monongalia (County),54061
21973,DR,1132,Fire,"HEAVY RAINS, HIGH WINDS, FLOODING, AND SLIDES",7/18/1996,WV,Nicholas (County),54067
21974,DR,1132,Fire,"HEAVY RAINS, HIGH WINDS, FLOODING, AND SLIDES",7/18/1996,WV,Randolph (County),54083
21975,DR,1132,Fire,"HEAVY RAINS, HIGH WINDS, FLOODING, AND SLIDES",7/18/1996,WV,Upshur (County),54097
